sep=;
"Time";"CPU_USAGE";"MEMORY_USAGE";"Disk_write";"Disk_read";"TX_total";"TX_total";"TX_error";"TX_error";"RX_total";"RX_total";"RX_error";"RX_error"
"2019-03-23T19:16:00+07:00";9.781818181818181;1535340;39470.54545454545;0;30.370909090909088;0;0;0;3761.250909090909;0;0;0
"2019-03-23T19:18:00+07:00";9.858181818181817;1535712;40394.00727272727;759.6218181818182;22.98181818181818;2.036363636363636;0;0;3718.341818181818;0;0;0
"2019-03-23T19:20:00+07:00";9.549090909090909;1540976;39634.38545454545;759.6218181818182;13.905454545454544;2.036363636363636;0;0;3705.687272727272;0;0;0
"2019-03-23T19:22:00+07:00";9.869090909090907;1541640;42181.35272727272;0;26.12363636363636;0;0;0;3817.0472727272722;0;0;0
"2019-03-23T19:24:00+07:00";9.858181818181817;1541728;40542.95272727272;476.6254545454545;30.487272727272728;0;0;0;3747.636363636363;0;0;0
"2019-03-23T19:26:00+07:00";9.938181818181818;1537312;39962.06545454545;476.6254545454545;63.88363636363636;0;0;0;3460.2472727272725;0;0;0
"2019-03-23T19:28:00+07:00";10.06181818181818;1537452;39828.01454545454;0;55.21454545454545;0;0;0;3519.2145454545453;0;0;0
"2019-03-23T19:30:00+07:00";10.247272727272726;1537416;40885.527272727275;0;46.312727272727265;0;0;0;3890.996363636363;0;0;0
"2019-03-23T19:32:00+07:00";9.84;1538160;40736.58181818182;0;11.229090909090909;0;0;0;4302.225454545454;0;0;0
"2019-03-23T19:34:00+07:00";9.76;1538312;39932.27636363636;0;13.294545454545453;0;0;0;4477.556363636363;0;0;0
"2019-03-23T19:36:00+07:00";9.705454545454543;1538716;38949.23636363636;0;20.014545454545452;0;0;0;4145.221818181818;0;0;0
"2019-03-23T19:38:00+07:00";9.883636363636363;1538908;39574.807272727274;0;22.31272727272727;0;0;0;3989.76;0;0;0
"2019-03-23T19:40:00+07:00";10.149090909090908;1539060;40870.63272727272;0;16.23272727272727;0;0;0;3819.956363636363;0;0;0
"2019-03-23T19:42:00+07:00";10.214545454545455;1539212;41213.207272727275;327.68;19.025454545454544;0;0;0;3747.374545454545;0;0;0
"2019-03-23T19:44:00+07:00";9.865454545454543;1539432;39619.490909090906;327.68;19.025454545454544;0;0;0;3542.545454545454;0;0;0
"2019-03-23T19:46:00+07:00";10.214545454545455;1539308;41362.15272727272;0;10.298181818181817;0;0;0;3975.5636363636363;0;0;0
"2019-03-23T19:48:00+07:00";10.323636363636364;1540116;41525.99272727272;0;20.509090909090908;0;0;0;4303.185454545454;0;0;0
"2019-03-23T19:50:00+07:00";9.712727272727273;1539956;39857.803636363635;0;38.74909090909091;0;0;0;3871.127272727272;0;0;0
"2019-03-23T19:52:00+07:00";9.887272727272727;1540516;39589.70181818181;0;21.03272727272727;0;0;0;3640.581818181818;0;0;0
"2019-03-23T19:54:00+07:00";9.949090909090907;1540856;40483.37454545454;0;19.229090909090907;0;0;0;3622.894545454545;0;0;0
"2019-03-23T19:56:00+07:00";9.334545454545452;1540668;36834.21090909091;0;31.447272727272725;0;0;0;3523.898181818181;0;0;0
"2019-03-23T19:58:00+07:00";9.712727272727273;1540948;38159.82545454545;0;36.16;0;0;0;3557.149090909091;0;0;0
"2019-03-23T20:00:00+07:00";9.909090909090908;1541072;40319.534545454546;0;21.643636363636364;0;0;0;3697.309090909091;0;0;0
"2019-03-23T20:02:00+07:00";9.712727272727273;1541212;39530.123636363634;0;18.85090909090909;0;0;0;3611.141818181818;0;0;0
"2019-03-23T20:04:00+07:00";10.112727272727271;1541352;40781.26545454545;0;19.025454545454544;0;0;0;3619.0836363636363;0;0;0
"2019-03-23T20:06:00+07:00";9.97090909090909;1541540;40185.483636363635;0;25.629090909090905;0;0;0;3825.0181818181813;0;0;0
"2019-03-23T20:08:00+07:00";9.614545454545453;1541944;37921.51272727272;0;18.123636363636365;0;0;0;3806.778181818181;0;0;0
"2019-03-23T20:10:00+07:00";10.127272727272727;1542116;40796.16;0;19.75272727272727;0;0;0;3972.450909090909;0;0;0
"2019-03-23T20:12:00+07:00";9.607272727272726;1541880;39693.96363636363;0;30.050909090909087;0;0;0;3790.894545454545;0;0;0
"2019-03-23T20:14:00+07:00";10.058181818181819;1542056;44043.170909090906;0;19.025454545454544;2.036363636363636;0;0;3642.647272727272;0;0;0
"2019-03-23T20:16:00+07:00";9.552727272727273;1542404;42672.87272727272;0;8.727272727272727;2.036363636363636;0;0;3458.705454545454;0;0;0
"2019-03-23T20:18:00+07:00";10.399999999999999;1542532;45204.94545454545;0;13.439999999999998;2.036363636363636;0;0;3799.04;0;0;0
"2019-03-23T20:20:00+07:00";9.84;1542724;41213.207272727275;0;9.076363636363634;0;0;0;3499.752727272727;0;0;0
"2019-03-23T20:22:00+07:00";10.207272727272725;1543096;41600.46545454545;0;41.949090909090906;0;0;0;3676.858181818181;0;0;0
"2019-03-23T20:24:00+07:00";9.712727272727273;1543348;40021.64363636363;0;32.872727272727275;0;0;0;3643.490909090909;0;0;0
"2019-03-23T20:26:00+07:00";9.825454545454544;1544308;39902.487272727274;0;51.43272727272727;0;0;0;3577.309090909091;0;0;0
"2019-03-23T20:28:00+07:00";10.138181818181819;1544708;42509.03272727272;0;52.24727272727272;0;0;0;3443.723636363636;0;0;0
"2019-03-23T20:30:00+07:00";9.749090909090908;1544664;42017.51272727272;0;50.67636363636363;0;0;0;3449.9199999999996;0;0;0
"2019-03-23T20:32:00+07:00";9.487272727272726;1544988;40289.74545454545;0;29.32363636363636;0;0;0;3664.698181818181;0;0;0
"2019-03-23T20:34:00+07:00";9.814545454545454;1545144;41123.84;0;9.774545454545454;0;0;0;3874.0072727272723;0;0;0
"2019-03-23T20:36:00+07:00";9.338181818181818;1545392;39142.86545454545;0;10.996363636363634;0;0;0;3616.494545454545;0;0;0
"2019-03-23T20:38:00+07:00";9.607272727272726;1546012;40021.64363636363;0;15.01090909090909;0;0;0;3733.178181818181;0;0;0
"2019-03-23T20:40:00+07:00";9.523636363636363;1545916;39396.07272727272;0;10.647272727272727;0;0;0;3595.025454545454;0;0;0
"2019-03-23T20:42:00+07:00";9.879999999999999;1545884;40468.48;0;24.436363636363634;0;0;0;3583.767272727272;0;0;0
"2019-03-23T20:44:00+07:00";9.66181818181818;1546196;39530.123636363634;0;30.02181818181818;0;0;0;3793.774545454545;0;0;0
"2019-03-23T20:46:00+07:00";9.781818181818181;1546412;40200.378181818174;0;20.94545454545454;0;0;0;3919.8254545454542;0;0;0
"2019-03-23T20:48:00+07:00";9.287272727272725;1546580;39842.90909090909;0;22.167272727272728;0;0;0;3779.287272727272;0;0;0
"2019-03-23T20:50:00+07:00";9.927272727272726;1546724;43775.06909090909;0;20.596363636363634;0;0;0;3678.545454545454;0;0;0
"2019-03-23T20:52:00+07:00";9.527272727272726;1546820;42211.141818181815;0;14.66181818181818;0;0;0;3920.1745454545453;0;0;0
"2019-03-23T20:54:00+07:00";10.105454545454544;1547252;42523.92727272727;0;19.374545454545455;0;0;0;4348.18909090909;0;0;0
"2019-03-23T20:56:00+07:00";9.999999999999998;1547980;41004.68363636363;0;234.6472727272727;0;0;0;4624.756363636363;0;0;0
"2019-03-23T20:58:00+07:00";9.26181818181818;1548336;40766.3709090909;0;238.1672727272727;0;0;0;4142.981818181818;0;0;0
"2019-03-23T21:00:00+07:00";9.294545454545455;1548488;43149.49818181818;0;226.67636363636362;0;0;0;4062.167272727272;0;0;0
"2019-03-23T21:02:00+07:00";9.974545454545455;1548364;44564.479999999996;0;19.89818181818182;0;0;0;3784.349090909091;9.541818181818181;0;0
"2019-03-23T21:04:00+07:00";10.047272727272727;1548800;42643.08363636363;0;24.61090909090909;0;0;0;3466.24;9.541818181818181;0;0
"2019-03-23T21:06:00+07:00";9.898181818181817;1549424;39008.814545454545;0;13.439999999999998;0;0;0;3635.141818181818;0;0;0
"2019-03-23T21:08:00+07:00";9.727272727272727;1549184;40587.63636363636;0;30.254545454545454;0;0;0;4001.221818181818;0;0;0
"2019-03-23T21:10:00+07:00";9.930909090909092;1549824;44192.11636363636;0;48.29090909090909;0;0;0;5169.454545454545;0;0;0
"2019-03-23T21:12:00+07:00";10.058181818181819;1549884;45577.30909090909;0;33.04727272727273;0;0;0;5093.323636363636;0;0;0
"2019-03-23T21:14:00+07:00";10.06181818181818;1550200;42792.02909090909;0;22.516363636363632;2.036363636363636;0;0;4166.545454545454;0;0;0
"2019-03-23T21:16:00+07:00";9.774545454545454;1550568;38368.34909090909;0;16.58181818181818;2.036363636363636;0;0;3823.476363636363;0;0;0
"2019-03-23T21:18:00+07:00";9.603636363636364;1550724;40721.68727272727;0;14.66181818181818;0;0;0;3688.930909090909;0;0;0
"2019-03-23T21:20:00+07:00";9.636363636363637;1550600;43596.33454545454;0;21.06181818181818;0;0;0;3306.5599999999995;0;0;0
"2019-03-23T21:22:00+07:00";9.752727272727272;1550660;44400.63999999999;0;38.10909090909091;0;0;0;3469.934545454545;0;0;0
"2019-03-23T21:24:00+07:00";10.363636363636362;1551156;43298.443636363634;0;39.68;0;0;0;3695.476363636363;0;0;0
"2019-03-23T21:26:00+07:00";10.04;1551716;40259.95636363636;0;39.56363636363636;0;0;0;3801.0472727272722;0;0;0
"2019-03-23T21:28:00+07:00";9.843636363636362;1551964;41689.83272727272;0;50.61818181818182;0;0;0;3751.5636363636363;0;0;0
"2019-03-23T21:30:00+07:00";9.534545454545452;1551340;43194.181818181816;0;80.72727272727272;0;0;0;3678.254545454545;0;0;0
"2019-03-23T21:32:00+07:00";9.447272727272725;1551372;43313.33818181818;0;41.97818181818182;0;0;0;3356.770909090909;0;0;0
"2019-03-23T21:34:00+07:00";9.796363636363637;1551536;41943.04;0;10.298181818181817;0;0;0;3304.523636363636;0;0;0
"2019-03-23T21:36:00+07:00";9.658181818181818;1552560;39634.38545454545;0;5.934545454545455;0;0;0;3249.5127272727273;0;0;0
"2019-03-23T21:38:00+07:00";9.836363636363636;1552716;40319.534545454546;0;11.86909090909091;0;0;0;3576.232727272727;0;0;0
"2019-03-23T21:40:00+07:00";9.683636363636362;1552900;38800.2909090909;0;16.29090909090909;0;0;0;3488.0872727272726;0;0;0
"2019-03-23T21:42:00+07:00";9.596363636363636;1553276;39217.33818181818;0;17.338181818181816;0;0;0;3206.4872727272727;0;0;0
"2019-03-23T21:44:00+07:00";9.694545454545453;1553256;40245.06181818181;0;17.28;0;0;0;3225.9199999999996;0;0;0
"2019-03-23T21:46:00+07:00";10.101818181818182;1553520;40900.421818181814;0;20.94545454545454;0;0;0;3411.665454545454;0;0;0
"2019-03-23T21:48:00+07:00";9.879999999999999;1553800;40349.32363636363;0;24.087272727272726;0;0;0;3286.8363636363633;0;0;0
"2019-03-23T21:50:00+07:00";9.683636363636362;1554324;38830.08;0;19.723636363636363;0;0;0;3088.6399999999994;0;0;0
"2019-03-23T21:52:00+07:00";9.934545454545452;1554764;40483.37454545454;0;17.803636363636365;0;0;0;3014.894545454545;0;0;0
"2019-03-23T21:54:00+07:00";9.829090909090908;1554820;39500.33454545454;0;20.94545454545454;0;0;0;3257.105454545454;0;0;0
"2019-03-23T21:56:00+07:00";10.221818181818183;1554948;41108.94545454545;0;23.73818181818182;0;0;0;3566.283636363636;0;0;0
"2019-03-23T21:58:00+07:00";10.167272727272728;1555380;41972.82909090909;0;17.454545454545453;0;0;0;3600.0581818181813;0;0;0
"2019-03-23T22:00:00+07:00";9.97090909090909;1555536;40438.6909090909;0;11.519999999999998;0;0;0;3183.3890909090906;0;0;0
"2019-03-23T22:02:00+07:00";9.96;1555660;39604.59636363636;372.3636363636363;25.396363636363635;0;0;0;3567.970909090909;0;0;0
"2019-03-23T22:04:00+07:00";9.829090909090908;1556008;39530.123636363634;372.3636363636363;28.538181818181815;0;0;0;3547.432727272727;0;0;0
"2019-03-23T22:06:00+07:00";9.774545454545454;1555844;40230.167272727274;0;53.29454545454546;0;0;0;3894.167272727272;0;0;0
"2019-03-23T22:08:00+07:00";9.796363636363637;1555984;39887.59272727272;0;36.276363636363634;0;0;0;3614.021818181818;0;0;0
"2019-03-23T22:10:00+07:00";9.567272727272728;1556188;39157.76;0;34.70545454545454;0;0;0;3640.465454545454;0;0;0
"2019-03-23T22:12:00+07:00";9.792727272727273;1556156;39679.06909090909;0;36.24727272727273;0;0;0;3428.8872727272724;0;0;0
"2019-03-23T22:14:00+07:00";9.883636363636363;1556156;40170.58909090909;0;44.10181818181818;2.036363636363636;0;0;3556.043636363636;0;0;0
"2019-03-23T22:16:00+07:00";9.778181818181816;1563040;39723.752727272724;0;34.32727272727273;2.036363636363636;0;0;3268.072727272727;0;0;0
"2019-03-23T22:18:00+07:00";9.85090909090909;1563256;40647.214545454546;0;28.74181818181818;0;0;0;3161.5999999999995;0;0;0
"2019-03-23T22:20:00+07:00";9.687272727272726;1563352;39142.86545454545;0;5.178181818181818;0;0;0;3137.6872727272726;0;0;0
"2019-03-23T22:22:00+07:00";9.581818181818182;1558408;39783.3309090909;0;4.363636363636363;0;0;0;3389.061818181818;0;0;0
"2019-03-23T22:24:00+07:00";9.403636363636364;1558728;39947.170909090906;0;16.23272727272727;0;0;0;3333.061818181818;0;0;0
"2019-03-23T22:26:00+07:00";8.996363636363636;1559308;37921.51272727272;0;16.23272727272727;0;0;0;3461.8472727272724;0;0;0
"2019-03-23T22:28:00+07:00";8.854545454545454;1559572;37727.88363636364;0;65.97818181818181;0;0;0;3486.6036363636363;0;0;0
"2019-03-23T22:30:00+07:00";9.458181818181817;1559828;39142.86545454545;0;70.34181818181817;0;0;0;3271.3890909090906;0;0;0
"2019-03-23T22:32:00+07:00";9.549090909090909;1560160;39917.38181818181;0;67.14181818181818;0;0;0;3665.832727272727;9.541818181818181;0;0
"2019-03-23T22:34:00+07:00";9.694545454545453;1560216;39589.70181818181;0;52.130909090909086;0;0;0;3834.792727272727;9.541818181818181;0;0
"2019-03-23T22:36:00+07:00";9.872727272727271;1560220;39723.752727272724;0;32.75636363636363;0;0;0;3871.650909090909;0;0;0
"2019-03-23T22:38:00+07:00";9.818181818181818;1560460;39619.490909090906;0;28.712727272727275;0;0;0;4185.658181818181;0;0;0
"2019-03-23T22:40:00+07:00";9.967272727272729;1560560;40572.741818181814;0;10.647272727272727;0;0;0;4015.36;0;0;0
"2019-03-23T22:42:00+07:00";9.705454545454543;1560932;40364.21818181818;0;20.94545454545454;0;0;0;4209.890909090909;0;0;0
"2019-03-23T22:44:00+07:00";9.738181818181818;1561244;39589.70181818181;0;13.439999999999998;0;0;0;3602.763636363636;0;0;0
"2019-03-23T22:46:00+07:00";9.458181818181817;1561588;37936.40727272727;0;22.167272727272728;0;0;0;3168.4363636363637;0;0;0
"2019-03-23T22:48:00+07:00";9.876363636363637;1562652;39410.96727272727;0;29.672727272727272;0;0;0;3380.625454545454;0;0;0
"2019-03-23T22:50:00+07:00";9.843636363636362;1562808;39723.752727272724;0;36.68363636363636;0;0;0;3455.3309090909092;0;0;0
"2019-03-23T22:52:00+07:00";9.316363636363636;1562728;37906.61818181818;0;32.32;0;0;0;3180.4799999999996;0;0;0
"2019-03-23T22:54:00+07:00";9.727272727272727;1563268;39857.803636363635;0;19.025454545454544;0;0;0;3663.9418181818182;0;0;0
"2019-03-23T22:56:00+07:00";9.745454545454544;1563280;40051.432727272724;0;16.23272727272727;0;0;0;3535.0981818181813;0;0;0
"2019-03-23T22:58:00+07:00";9.716363636363637;1563688;39455.6509090909;0;11.86909090909091;0;0;0;3526.6036363636363;0;0;0
"2019-03-23T23:00:00+07:00";9.887272727272727;1563804;40334.429090909085;0;4.363636363636363;0;0;0;3427.170909090909;0;0;0
"2019-03-23T23:02:00+07:00";9.534545454545452;1563888;39559.91272727272;0;4.363636363636363;0;0;0;3513.861818181818;0;0;0
"2019-03-23T23:04:00+07:00";9.305454545454545;1563956;38204.50909090909;0;8.727272727272727;0;0;0;3427.752727272727;0;0;0
"2019-03-23T23:06:00+07:00";9.258181818181818;1564392;38457.71636363636;0;74.06545454545453;0;0;0;3998.370909090909;0;0;0
"2019-03-23T23:08:00+07:00";9.578181818181816;1564236;40423.796363636364;0;71.97090909090907;12.043636363636363;0;0;3858.938181818181;13.09090909090909;0;0
"2019-03-23T23:10:00+07:00";9.603636363636364;1564176;40021.64363636363;0;19.14181818181818;14.08;0;0;3367.0399999999995;13.09090909090909;0;0
"2019-03-23T23:12:00+07:00";9.719999999999999;1564484;39962.06545454545;0;19.665454545454544;2.036363636363636;0;0;3429.614545454545;0;0;0
"2019-03-23T23:14:00+07:00";9.632727272727273;1564684;40125.90545454545;0;4.363636363636363;2.036363636363636;0;0;3299.0836363636363;0;0;0
"2019-03-23T23:16:00+07:00";9.298181818181817;1564852;37951.30181818182;0;0;0;0;0;3231.68;0;0;0
"2019-03-23T23:18:00+07:00";9.367272727272727;1564976;39515.22909090909;119.15636363636362;6.138181818181818;0;0;0;3535.04;0;0;0
"2019-03-23T23:20:00+07:00";9.825454545454544;1564592;40662.109090909085;119.15636363636362;10.501818181818182;0;0;0;3773.672727272727;0;0;0
"2019-03-23T23:22:00+07:00";9.709090909090907;1565492;40885.527272727275;0;16.90181818181818;0;0;0;3703.010909090909;0;0;0
"2019-03-23T23:24:00+07:00";9.669090909090908;1565444;40751.476363636364;0;15.127272727272727;0;0;0;3544.232727272727;0;0;0
"2019-03-23T23:26:00+07:00";9.29090909090909;1565672;39053.49818181818;0;24.959999999999997;0;0;0;3458.8799999999997;0;0;0
"2019-03-23T23:28:00+07:00";9.17090909090909;1566004;38442.821818181816;0;44.276363636363634;0;0;0;3350.574545454545;0;0;0
"2019-03-23T23:30:00+07:00";9.432727272727272;1566048;40259.95636363636;0;58.47272727272727;0;0;0;3361.105454545454;0;0;0
"2019-03-23T23:32:00+07:00";9.578181818181816;1566220;40989.789090909086;0;51.025454545454544;0;0;0;3252.072727272727;0;0;0
"2019-03-23T23:34:00+07:00";9.843707954239665;1566624;41809.29315849569;0;26.531102044378503;0;0;0;3460.2433472243433;0;0;0
"2019-03-23T23:36:00+07:00";9.254545454545454;1566840;38740.71272727272;0;24.959999999999997;0;0;0;3530.269090909091;0;0;0
"2019-03-23T23:38:00+07:00";9.519999999999998;1566872;39857.803636363635;0;16.58181818181818;0;0;0;3473.9199999999996;0;0;0
"2019-03-23T23:40:00+07:00";9.854545454545454;1566840;41689.83272727272;0;16.58181818181818;0;0;0;3352.552727272727;0;0;0
"2019-03-23T23:42:00+07:00";9.454545454545453;1566992;39753.54181818182;0;8.203636363636363;0;0;0;3418.763636363636;0;0;0
"2019-03-23T23:44:00+07:00";9.719999999999999;1567428;40185.483636363635;0;12.916363636363634;0;0;0;3685.5272727272722;0;0;0
"2019-03-23T23:46:00+07:00";9.81090909090909;1567584;40647.214545454546;0;16.58181818181818;0;0;0;3752.290909090909;0;0;0
"2019-03-23T23:48:00+07:00";9.472727272727273;1568360;39902.487272727274;0;12.218181818181817;0;0;0;3285.5272727272727;0;0;0
"2019-03-23T23:50:00+07:00";9.930909090909092;1568296;41004.68363636363;0;8.727272727272727;0;0;0;3414.3999999999996;0;0;0
"2019-03-23T23:52:00+07:00";9.505454545454544;1568540;39440.75636363636;0;17.803636363636365;0;0;0;3247.4181818181814;0;0;0
"2019-03-23T23:54:00+07:00";9.501818181818182;1569260;40319.534545454546;0;22.458181818181817;0;0;0;3522.0072727272723;0;0;0
"2019-03-23T23:56:00+07:00";9.476363636363637;1569288;40200.378181818174;0;20.887272727272727;0;0;0;3901.381818181818;0;0;0
"2019-03-23T23:58:00+07:00";9.214545454545455;1569812;38174.72;0;16.23272727272727;0;0;0;3851.6945454545453;0;0;0
"2019-03-24T00:00:00+07:00";9.527272727272726;1569472;40408.90181818182;0;11.86909090909091;0;0;0;4059.461818181818;0;0;0
"2019-03-24T00:02:00+07:00";33.06545454545454;1356376;111267.83999999998;1366663.9127272726;681.0181818181818;45.14909090909091;0;0;5468.130909090909;56.32;0;0
"2019-03-24T00:04:00+07:00";33.65454545454545;1404212;125983.65090909091;1369181.0909090908;688.4654545454545;47.18545454545454;0;0;5499.22909090909;56.32;0;0
"2019-03-24T00:06:00+07:00";11.847272727272726;1407492;74325.64363636363;4036.4218181818183;33.71636363636363;6.1090909090909085;0;0;3953.3963636363633;0;0;0
"2019-03-24T00:08:00+07:00";9.469090909090909;1409408;44802.792727272725;253.2072727272727;23.97090909090909;2.036363636363636;0;0;3885.2654545454543;0;0;0
"2019-03-24T00:10:00+07:00";9.654545454545454;1385368;45577.30909090909;16652.101818181818;69.12;2.036363636363636;0;0;3951.534545454545;0;0;0
"2019-03-24T00:12:00+07:00";9.523636363636363;1365484;45487.94181818182;16830.836363636365;59.75272727272727;2.036363636363636;0;0;3701.469090909091;0;0;0
"2019-03-24T00:14:00+07:00";9.836363636363636;1365704;44445.32363636363;16830.836363636365;57.83272727272727;0;0;0;4043.3454545454542;0;0;0
"2019-03-24T00:16:00+07:00";9.705454545454543;1367424;42062.19636363636;3485.323636363636;3.956363636363636;0;0;0;3945.163636363636;0;0;0
"2019-03-24T00:18:00+07:00";9.479999999999999;1370500;43789.96363636363;6747.22909090909;7.447272727272726;0;0;0;3848.203636363636;0;0;0
"2019-03-24T00:20:00+07:00";9.127272727272727;1370140;45458.15272727272;6747.22909090909;18.094545454545454;2.036363636363636;0;0;3593.7454545454543;0;0;0
"2019-03-24T00:22:00+07:00";9.672727272727272;1370368;46753.97818181818;0;32.75636363636363;2.036363636363636;0;0;3772.770909090909;0;0;0
"2019-03-24T00:24:00+07:00";9.883636363636363;1370488;44221.90545454545;0;26.879999999999995;0;0;0;3855.709090909091;0;0;0
"2019-03-24T00:26:00+07:00";9.316363636363636;1370920;39723.752727272724;0;15.01090909090909;0;0;0;3711.36;0;0;0
"2019-03-24T00:28:00+07:00";9.552727272727273;1371944;42494.138181818176;0;13.439999999999998;0;0;0;3918.370909090909;0;0;0
"2019-03-24T00:30:00+07:00";9.418181818181818;1372480;44534.6909090909;357.4690909090909;18.15272727272727;0;0;0;3983.418181818181;0;0;0
"2019-03-24T00:32:00+07:00";9.283636363636361;1373196;44355.95636363636;357.4690909090909;11.86909090909091;0;0;0;3853.061818181818;0;0;0
"2019-03-24T00:34:00+07:00";9.472727272727273;1374000;42762.23999999999;0;15.127272727272727;0;0;0;3644.247272727272;0;0;0
"2019-03-24T00:36:00+07:00";9.174545454545454;1374248;39545.01818181818;0;23.679999999999996;0;0;0;3708.363636363636;0;0;0
"2019-03-24T00:38:00+07:00";9.479999999999999;1375312;43000.55272727272;0;14.603636363636364;2.036363636363636;0;0;3818.0072727272723;0;0;0
"2019-03-24T00:40:00+07:00";9.454545454545453;1375216;43938.90909090909;0;11.519999999999998;2.036363636363636;0;0;3590.021818181818;0;0;0
"2019-03-24T00:42:00+07:00";9.181818181818182;1375744;42985.65818181818;0;27.258181818181818;0;0;0;3887.7963636363634;0;0;0
"2019-03-24T00:44:00+07:00";9.829090909090908;1376216;43179.28727272727;0;30.749090909090906;0;0;0;4105.3381818181815;0;0;0
"2019-03-24T00:46:00+07:00";9.178181818181816;1376836;38413.03272727272;0;19.374545454545455;0;0;0;3492.334545454545;0;0;0
"2019-03-24T00:48:00+07:00";9.298181818181817;1377456;40885.527272727275;0;20.596363636363634;0;0;0;3612.363636363636;0;0;0
"2019-03-24T00:50:00+07:00";9.218181818181819;1378044;43775.06909090909;0;29.527272727272727;0;0;0;3557.381818181818;0;0;0
"2019-03-24T00:52:00+07:00";9.523636363636363;1380748;44713.425454545446;0;23.59272727272727;0;0;0;3491.8981818181815;0;0;0
"2019-03-24T00:54:00+07:00";9.647272727272727;1381528;42911.18545454545;0;11.519999999999998;0;0;0;3466.414545454545;0;0;0
"2019-03-24T00:56:00+07:00";9.083636363636362;1382180;39887.59272727272;0;8.727272727272727;0;0;0;3069.9927272727273;0;0;0
"2019-03-24T00:58:00+07:00";9.065454545454546;1383552;42881.39636363636;2412.9163636363637;11.519999999999998;0;0;0;3210.2690909090907;0;0;0
"2019-03-24T01:00:00+07:00";9.487272727272726;1383560;46262.458181818176;2412.9163636363637;24.116363636363634;0;0;0;3837.963636363636;0;0;0
"2019-03-24T01:02:00+07:00";9.65090909090909;1384368;46396.50909090909;476.6254545454545;44.654545454545456;0;0;0;3984.029090909091;0;0;0
"2019-03-24T01:04:00+07:00";9.305454545454545;1384988;42330.29818181818;476.6254545454545;65.6290909090909;0;0;0;3488.145454545454;0;0;0
"2019-03-24T01:06:00+07:00";9.396363636363636;1383404;40215.27272727272;0;51.025454545454544;0;0;0;3298.1236363636363;0;0;0
